index,tier,leagueId,queue,name,entries
35,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': 'gI8bj57ZM8uHAV5_INxmEIrg6PdGA_-9Q8ADFH9l0Q_o-uo', 'summonerName': '바그녕', 'leaguePoints': 1040, 'rank': 'I', 'wins': 96, 'losses': 57, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}"
36,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': 'PSL8POxKhZ0wZXTE_FeELBTXfa061EH-mybi9uIHOoQ_c7A', 'summonerName': 'golrazo', 'leaguePoints': 1203, 'rank': 'I', 'wins': 269, 'losses': 212, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}"
37,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': 'JQcdmQLTq64Kcz3lan1KjGco-02_bGUCnE_gWtu-rGdAvnsM', 'summonerName': '배불뚝이 팬더', 'leaguePoints': 1406, 'rank': 'I', 'wins': 260, 'losses': 173, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}"
38,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': '4sv9pU2Lu0aDlV3oI0bgXyRUemifgr46YVBAGW7xnJTd394', 'summonerName': '마르하바', 'leaguePoints': 1017, 'rank': 'I', 'wins': 116, 'losses': 79, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}"
39,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': 'xJzfkMDWkVXHGsm8U7_9qpb7YlcalbU4lzhulUGMl_wkRDY', 'summonerName': '이렇게 좋은 날', 'leaguePoints': 1282, 'rank': 'I', 'wins': 358, 'losses': 230, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}"
40,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': 'EEWYoMCLfqrivXShxBin-WPI5Ct8ycREgeW0wq_vgZFecrw', 'summonerName': '롤좀하는가', 'leaguePoints': 1089, 'rank': 'I', 'wins': 216, 'losses': 169, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}"
41,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': 'VcFgaIKEjgtvQGEIhCoTlSq-ElcnBaUIgn8tF2AWpFBDVIA', 'summonerName': 'Cassigod ', 'leaguePoints': 1760, 'rank': 'I', 'wins': 183, 'losses': 78, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': True}"
42,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': 'TIJABeDQcniNBQ-KZPXmfW0N4FaGB_YiUaGn3TuwHuDCsj5DgPw_Z6BQ6A', 'summonerName': '클레스메이트', 'leaguePoints': 1255, 'rank': 'I', 'wins': 383, 'losses': 285, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}"
43,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': 'bTFF-QcgMg9eosXimacgpmMGg8eDZGRX2t29zlRjZFQylvs', 'summonerName': 'Hicheuu', 'leaguePoints': 1064, 'rank': 'I', 'wins': 161, 'losses': 69, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}"
44,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': 'dvmulvcLz4lJ_OHf2bhNKo26b4uNzVI-l2GEBgt6c53KZU4', 'summonerName': 'You Kn0w What', 'leaguePoints': 1150, 'rank': 'I', 'wins': 100, 'losses': 61, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}"
45,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': '6GMIw3LMYNDH2xnzUVyt9gkZKdohS3zPd-B_HeMuLoIHrPcTNJnkWFbeSA', 'summonerName': '06년생 롤체1짱', 'leaguePoints': 1219, 'rank': 'I', 'wins': 480, 'losses': 370, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}"
46,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': 'c6uOlUjw4UNEWIOhnkHHnyHpLNbiRf4IACyFmLyAUMQi8aA', 'summonerName': 'My parachute', 'leaguePoints': 813, 'rank': 'I', 'wins': 477, 'losses': 442, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}"
47,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': 'e7QZYAdpaQc4iHfAhk772nSrfBVWzEwVhSro7x3-lKU7KzU', 'summonerName': 'Setakbinu', 'leaguePoints': 1010, 'rank': 'I', 'wins': 314, 'losses': 289, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}"
48,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': '78cU212tmc5NGerTeaGYPU9MQJwqYbLF6uRZK18J3riwiZo', 'summonerName': '전때호', 'leaguePoints': 1022, 'rank': 'I', 'wins': 206, 'losses': 180, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}"
